county	state	county_comfired	county_new	Death	County_deaths_new	Fatality_ratio
Dodge	Nebraska	41	0	0	0	0%
Gage	Nebraska	28	0	3	0	10.7%
Hamilton	Nebraska	28	0	2	0	7.1%
Scotts Bluff	Nebraska	23	0	0	0	0%
Washington	Nebraska	21	0	1	0	4.8%
Custer	Nebraska	20	0	2	0	10%
Saline	Nebraska	20	0	0	0	0%
Lincoln	Nebraska	18	0	1	0	5.6%
Platte	Nebraska	11	0	0	0	0%
Kimball	Nebraska	9	0	0	0	0%
Merrick	Nebraska	9	0	0	0	0%
Howard	Nebraska	9	0	0	0	0%
Gosper	Nebraska	8	0	0	0	0%
Saunders	Nebraska	8	0	0	0	0%
York	Nebraska	7	0	0	0	0%
Unassigned	Nebraska	7	0	9	0	0%
Colfax	Nebraska	6	0	0	0	0%
Polk	Nebraska	6	0	0	0	0%
Seward	Nebraska	5	0	1	0	20%
Cheyenne	Nebraska	5	0	0	0	0%
Cass	Nebraska	4	0	0	0	0%
Kearney	Nebraska	4	0	0	0	0%
Clay	Nebraska	4	0	0	0	0%
Cuming	Nebraska	3	0	0	0	0%
Franklin	Nebraska	3	0	0	0	0%
Knox	Nebraska	2	0	0	0	0%
Stanton	Nebraska	2	0	0	0	0%
Johnson	Nebraska	2	0	0	0	0%
Webster	Nebraska	2	0	0	0	0%
Furnas	Nebraska	2	0	0	0	0%
Antelope	Nebraska	1	0	0	0	0%
Nemaha	Nebraska	1	0	0	0	0%
Otoe	Nebraska	1	0	0	0	0%
Cherry	Nebraska	1	0	0	0	0%
Phelps	Nebraska	1	0	0	0	0%
Burt	Nebraska	1	0	0	0	0%
Wayne	Nebraska	1	0	0	0	0%
Box Butte	Nebraska	1	0	0	0	0%
Pierce	Nebraska	1	0	0	0	0%
Morrill	Nebraska	1	0	0	0	0%
Nance	Nebraska	1	0	0	0	0%
Butler	Nebraska	1	0	0	0	0%
Red Willow	Nebraska	1	0	0	0	0%
Thurston	Nebraska	1	0	0	0	0%
Dixon	Nebraska	1	0	0	0	0%
Fillmore	Nebraska	1	0	0	0	0%
Greeley	Nebraska	1	0	0	0	0%
Logan	Nebraska	0	0	0	0	0%
Cedar	Nebraska	0	0	0	0	0%
Sherman	Nebraska	0	0	0	0	0%
Multnomah	Oregon	582	0	33	0	5.7%
Washington	Oregon	443	0	10	0	2.3%
Marion	Oregon	397	0	14	0	3.5%
Clackamas	Oregon	191	0	6	0	3.1%
Deschutes	Oregon	70	0	0	0	0%
Linn	Oregon	67	0	6	0	9%
Jackson	Oregon	48	0	0	0	0%
Lane	Oregon	48	0	1	0	2.1%
Klamath	Oregon	36	0	0	0	0%
Yamhill	Oregon	35	0	6	0	17.1%
Polk	Oregon	33	0	1	0	3%
Umatilla	Oregon	30	0	0	0	0%
Benton	Oregon	27	0	5	0	18.5%
Douglas	Oregon	24	0	0	0	0%
Josephine	Oregon	19	0	1	0	5.3%
Columbia	Oregon	14	0	0	0	0%
Wasco	Oregon	12	0	0	0	0%
Clatsop	Oregon	6	0	0	0	0%
Malheur	Oregon	6	0	0	0	0%
Tillamook	Oregon	6	0	0	0	0%
Hood River	Oregon	5	0	0	0	0%
Lincoln	Oregon	5	0	0	0	0%
Morrow	Oregon	5	0	0	0	0%
Union	Oregon	4	0	0	0	0%
Curry	Oregon	4	0	0	0	0%
Coos	Oregon	4	0	0	0	0%
Jefferson	Oregon	2	0	0	0	0%
Grant	Oregon	1	0	0	0	0%
Wallowa	Oregon	1	0	0	0	0%
Crook	Oregon	1	0	0	0	0%
Sherman	Oregon	1	0	0	0	0%
Unassigned	Oregon	0	0	0	0	0%
Minnehaha	South Dakota	1,636	0	5	0	0.3%
Lincoln	South Dakota	110	0	0	0	0%
Brown	South Dakota	28	0	0	0	0%
Yankton	South Dakota	25	0	0	0	0%
Beadle	South Dakota	21	0	2	0	9.5%
Codington	South Dakota	13	0	0	0	0%
Turner	South Dakota	13	0	0	0	0%
Pennington	South Dakota	11	0	1	0	9.1%
Brookings	South Dakota	9	0	0	0	0%
Lawrence	South Dakota	9	0	0	0	0%
Union	South Dakota	8	0	0	0	0%
Hughes	South Dakota	7	0	0	0	0%
Clay	South Dakota	5	0	0	0	0%
Davison	South Dakota	5	0	0	0	0%
Jerauld	South Dakota	5	0	0	0	0%
Walworth	South Dakota	5	0	0	0	0%
Bon Homme	South Dakota	4	0	0	0	0%
Charles Mix	South Dakota	4	0	0	0	0%
McCook	South Dakota	4	0	1	0	25%
Roberts	South Dakota	4	0	0	0	0%
Lake	South Dakota	3	0	0	0	0%
Spink	South Dakota	3	0	0	0	0%
Sanborn	South Dakota	3	0	0	0	0%
Hamlin	South Dakota	2	0	0	0	0%
Hutchinson	South Dakota	2	0	0	0	0%
Lyman	South Dakota	2	0	0	0	0%
Moody	South Dakota	2	0	0	0	0%
Aurora	South Dakota	1	0	0	0	0%
Clark	South Dakota	1	0	0	0	0%
Deuel	South Dakota	1	0	0	0	0%
Fall River	South Dakota	1	0	0	0	0%
Faulk	South Dakota	1	0	0	0	0%
Marshall	South Dakota	1	0	0	0	0%
Meade	South Dakota	1	0	0	0	0%
Todd	South Dakota	1	0	0	0	0%
Oglala Lakota	South Dakota	1	0	0	0	0%
Corson	South Dakota	1	0	0	0	0%
Miner	South Dakota	1	0	0	0	0%
Sully	South Dakota	1	0	0	0	0%
Hyde	South Dakota	1	0	0	0	0%
Butte	South Dakota	0	0	0	0	0%
Kingsbury	South Dakota	0	0	0	0	0%
Unassigned	South Dakota	0	0	0	0	0%
Brule	South Dakota	0	0	0	0	0%
Day	South Dakota	0	0	0	0	0%
Ada	Idaho	635	0	14	0	2.2%
Blaine	Idaho	485	0	5	0	1%
Canyon	Idaho	222	0	6	0	2.7%
Twin Falls	Idaho	139	0	11	0	7.9%
Kootenai	Idaho	59	0	0	0	0%
Nez Perce	Idaho	55	0	13	0	23.6%
Jerome	Idaho	44	0	2	0	4.5%
Elmore	Idaho	32	0	1	0	3.1%
Bonneville	Idaho	28	0	0	0	0%
Lincoln	Idaho	21	0	0	0	0%
Cassia	Idaho	12	0	1	0	8.3%
Gem	Idaho	11	0	0	0	0%
Payette	Idaho	11	0	1	0	9.1%
Minidoka	Idaho	10	0	0	0	0%
Gooding	Idaho	9	0	0	0	0%
Bannock	Idaho	8	0	0	0	0%
Madison	Idaho	8	0	0	0	0%
Teton	Idaho	8	0	0	0	0%
Owyhee	Idaho	6	0	0	0	0%
Jefferson	Idaho	5	0	0	0	0%
Bonner	Idaho	4	0	0	0	0%
Latah	Idaho	4	0	0	0	0%
Adams	Idaho	3	0	0	0	0%
Bingham	Idaho	3	0	0	0	0%
Idaho	Idaho	3	0	0	0	0%
Custer	Idaho	2	0	0	0	0%
Fremont	Idaho	2	0	0	0	0%
Valley	Idaho	2	0	0	0	0%
Power	Idaho	2	0	0	0	0%
Camas	Idaho	1	0	0	0	0%
Washington	Idaho	1	0	0	0	0%
Caribou	Idaho	1	0	0	0	0%
Unassigned	Idaho	0	0	0	0	0%
Lewis	Idaho	0	0	0	0	0%
Boundary	Idaho	0	0	0	0	0%
Rockingham	New Hampshire	551	0	1	0	0.2%
Hillsborough-Manchester	New Hampshire	348	0	0	0	0%
Hillsborough-Other	New Hampshire	224	0	2	0	0.9%
Hillsborough-Nashua	New Hampshire	149	0	0	0	0%
Strafford	New Hampshire	123	0	0	0	0%
Merrimack	New Hampshire	113	0	0	0	0%
Grafton	New Hampshire	46	0	0	0	0%
Cheshire	New Hampshire	35	0	0	0	0%
Carroll	New Hampshire	30	0	0	0	0%
Belknap	New Hampshire	28	0	0	0	0%
Countytba	New Hampshire	11	0	0	0	0%
Sullivan	New Hampshire	10	0	0	0	0%
Coos	New Hampshire	2	0	0	0	0%
Unassigned	New Hampshire	0	0	48	0	0%
Puerto Rico	Puerto Rico	1,416	0	69	0	4.9%
Navajo, AZ	Navajo Nation	350	0	0	0	0%
McKinley, NM	Navajo Nation	296	0	0	0	0%
Apache, AZ	Navajo Nation	287	0	0	0	0%
Coconino, AZ	Navajo Nation	229	0	0	0	0%
San Juan, NM	Navajo Nation	135	0	0	0	0%
San Juan, UT	Navajo Nation	19	0	0	0	0%
Socorro, NM	Navajo Nation	17	0	0	0	0%
Cibola, NM	Navajo Nation	14	0	0	0	0%
Sandoval, NM	Navajo Nation	13	0	0	0	0%
Bernalillo, NM	Navajo Nation	0	0	0	0	0%
Unassigned	Navajo Nation	0	0	45	0	0%
Kanawha	West Virginia	142	0	3	0	2.1%
Berkeley	West Virginia	127	0	1	0	0.8%
Jackson	West Virginia	112	0	7	0	6.3%
Monongalia	West Virginia	89	0	4	0	4.5%
Wayne	West Virginia	81	0	6	0	7.4%
Jefferson	West Virginia	67	0	0	0	0%
Marion	West Virginia	44	0	2	0	4.5%
Cabell	West Virginia	38	0	0	0	0%
Wood	West Virginia	35	0	2	0	5.7%
Harrison	West Virginia	30	0	1	0	3.3%
Ohio	West Virginia	24	0	1	0	4.2%
Putnam	West Virginia	19	0	0	0	0%
Preston	West Virginia	12	0	0	0	0%
Logan	West Virginia	11	0	1	0	9.1%
Mason	West Virginia	11	0	0	0	0%
Mineral	West Virginia	11	0	0	0	0%
Mercer	West Virginia	9	0	0	0	0%
Marshall	West Virginia	8	0	0	0	0%
Raleigh	West Virginia	8	0	0	0	0%
Fayette	West Virginia	8	0	0	0	0%
Hancock	West Virginia	7	0	0	0	0%
Morgan	West Virginia	7	0	0	0	0%
Hampshire	West Virginia	7	0	1	0	14.3%
McDowell	West Virginia	6	0	0	0	0%
Taylor	West Virginia	5	0	0	0	0%
Nicholas	West Virginia	5	0	0	0	0%
Monroe	West Virginia	5	0	0	0	0%
Barbour	West Virginia	4	0	1	0	25%
Randolph	West Virginia	4	0	0	0	0%
Roane	West Virginia	4	0	0	0	0%
Tucker	West Virginia	4	0	0	0	0%
Upshur	West Virginia	4	0	0	0	0%
Greenbrier	West Virginia	3	0	0	0	0%
Hardy	West Virginia	3	0	0	0	0%
Wetzel	West Virginia	3	0	0	0	0%
Wirt	West Virginia	3	0	0	0	0%
Lewis	West Virginia	3	0	0	0	0%
Brooke	West Virginia	3	0	0	0	0%
Tyler	West Virginia	3	0	0	0	0%
Pleasants	West Virginia	2	0	0	0	0%
Boone	West Virginia	2	0	0	0	0%
Mingo	West Virginia	2	0	1	0	50%
Pendleton	West Virginia	1	0	0	0	0%
Wyoming	West Virginia	1	0	0	0	0%
Braxton	West Virginia	1	0	0	0	0%
Summers	West Virginia	1	0	0	0	0%
Grant	West Virginia	1	0	0	0	0%
Lincoln	West Virginia	1	0	0	0	0%
Unassigned	West Virginia	0	0	0	0	0%
Inmates	Federal Bureau of Prisons	620	0	24	0	3.9%
Staff	Federal Bureau of Prisons	357	0	0	0	0%
Cumberland	Maine	414	0	23	0	5.6%
York	Maine	190	0	6	0	3.2%
Kennebec	Maine	100	0	4	0	4%
Penobscot	Maine	49	0	0	0	0%
Waldo	Maine	47	0	10	0	21.3%
Androscoggin	Maine	37	0	1	0	2.7%
Sagadahoc	Maine	17	0	0	0	0%
Somerset	Maine	16	0	0	0	0%
Franklin	Maine	14	0	0	0	0%
Oxford	Maine	14	0	0	0	0%
Knox	Maine	13	0	0	0	0%
Lincoln	Maine	12	0	0	0	0%
Hancock	Maine	8	0	0	0	0%
Aroostook	Maine	3	0	0	0	0%
Washington	Maine	2	0	0	0	0%
Piscataquis	Maine	1	0	0	0	0%
Unassigned	Maine	0	0	0	0	0%
Chittenden	Vermont	396	1	28	1	7.1%
Franklin	Vermont	90	0	5	0	5.6%
Windham	Vermont	67	0	2	0	3%
Addison	Vermont	61	0	2	0	3.3%
Rutland	Vermont	44	0	1	0	2.3%
Bennington	Vermont	38	1	1	0	2.6%
Windsor	Vermont	38	0	2	0	5.3%
Washington	Vermont	33	0	1	0	3%
Lamoille	Vermont	25	0	2	0	8%
Caledonia	Vermont	12	0	0	0	0%
Orleans	Vermont	9	0	0	0	0%
Orange	Vermont	6	0	0	0	0%
Unassigned	Vermont	3	0	0	0	0%
Grand Isle	Vermont	3	0	0	0	0%
Essex	Vermont	2	0	0	0	0%
Cass	North Dakota	290	0	8	0	2.8%
Grand Forks	North Dakota	162	0	0	0	0%
Burleigh	North Dakota	67	0	0	0	0%
Stark	North Dakota	40	0	2	0	5%
Mountrail	North Dakota	33	0	0	0	0%
Morton	North Dakota	23	0	2	0	8.7%
Ward	North Dakota	21	0	1	0	4.8%
Dunn	North Dakota	10	0	0	0	0%
McKenzie	North Dakota	10	0	0	0	0%
Williams	North Dakota	9	0	0	0	0%
Richland	North Dakota	7	0	0	0	0%
Barnes	North Dakota	3	0	0	0	0%
Burke	North Dakota	3	0	0	0	0%
McLean	North Dakota	3	0	0	0	0%
Ramsey	North Dakota	3	0	0	0	0%
Walsh	North Dakota	3	0	0	0	0%
Slope	North Dakota	3	0	0	0	0%
Stutsman	North Dakota	3	0	0	0	0%
Pierce	North Dakota	2	0	0	0	0%
Divide	North Dakota	1	0	0	0	0%
Foster	North Dakota	1	0	0	0	0%
Grant	North Dakota	1	0	0	0	0%
McHenry	North Dakota	1	0	1	0	100%
McIntosh	North Dakota	1	0	0	0	0%
Oliver	North Dakota	1	0	0	0	0%
Rolette	North Dakota	1	0	0	0	0%
Sioux	North Dakota	1	0	0	0	0%
Eddy	North Dakota	1	0	0	0	0%
Emmons	North Dakota	1	0	1	0	100%
Bowman	North Dakota	1	0	0	0	0%
Sargent	North Dakota	1	0	0	0	0%
Nelson	North Dakota	1	0	0	0	0%
Wells	North Dakota	1	0	0	0	0%
Mercer	North Dakota	0	0	0	0	0%
Honolulu	Hawaii	389	0	7	0	1.8%
Maui	Hawaii	112	0	5	0	4.5%
Hawaii	Hawaii	68	0	0	0	0%
Kauai	Hawaii	21	0	0	0	0%
Residents Diagnosed Outside of HI	Hawaii	6	0	0	0	0%
Unassigned	Hawaii	0	0	0	0	0%
Laramie	Wyoming	117	0	0	0	0%
Teton	Wyoming	93	0	0	0	0%
Fremont	Wyoming	59	0	0	0	0%
Natrona	Wyoming	49	0	0	0	0%
Campbell	Wyoming	18	0	0	0	0%
Converse	Wyoming	16	0	0	0	0%
Sheridan	Wyoming	16	0	0	0	0%
Sweetwater	Wyoming	16	0	0	0	0%
Johnson	Wyoming	15	0	1	0	6.7%
Lincoln	Wyoming	9	0	0	0	0%
Washakie	Wyoming	8	0	0	0	0%
Uinta	Wyoming	7	0	0	0	0%
Albany	Wyoming	6	0	0	0	0%
Crook	Wyoming	5	0	0	0	0%
Carbon	Wyoming	4	0	0	0	0%
Goshen	Wyoming	4	0	0	0	0%
Sublette	Wyoming	3	0	0	0	0%
Hot Springs	Wyoming	3	0	0	0	0%
Niobrara	Wyoming	2	0	0	0	0%
Big Horn	Wyoming	2	0	0	0	0%
Park	Wyoming	1	0	0	0	0%
Platte	Wyoming	0	0	0	0	0%
unassigned	Wyoming	0	0	6	0	0%
Gallatin	Montana	146	0	0	0	0%
Yellowstone	Montana	76	0	1	0	1.3%
Missoula	Montana	39	0	1	0	2.6%
Flathead	Montana	37	0	2	0	5.4%
Toole	Montana	29	0	6	0	20.7%
Lewis and Clark	Montana	16	0	0	0	0%
Cascade	Montana	13	0	2	0	15.4%
Silver Bow	Montana	11	0	0	0	0%
Madison	Montana	8	0	1	0	12.5%
Lincoln	Montana	7	0	1	0	14.3%
Park	Montana	7	0	0	0	0%
Roosevelt	Montana	7	0	0	0	0%
Carbon	Montana	6	0	0	0	0%
Lake	Montana	5	0	0	0	0%
Ravalli	Montana	5	0	0	0	0%
Broadwater	Montana	4	0	0	0	0%
Glacier	Montana	4	0	0	0	0%
Deer Lodge	Montana	3	0	0	0	0%
Richland	Montana	3	0	0	0	0%
Big Horn	Montana	3	0	0	0	0%
Golden Valley	Montana	3	0	0	0	0%
Jefferson	Montana	2	0	0	0	0%
Pondera	Montana	2	0	0	0	0%
Hill	Montana	1	0	0	0	0%
Liberty	Montana	1	0	0	0	0%
Meagher	Montana	1	0	0	0	0%
Musselshell	Montana	1	0	0	0	0%
Beaverhead	Montana	1	0	0	0	0%
Stillwater	Montana	1	0	0	0	0%
Unassigned	Montana	0	0	0	0	0%
Anchorage	Alaska	166	0	4	0	2.4%
Fairbanks North Star	Alaska	79	0	1	0	1.3%
Juneau	Alaska	27	0	0	0	0%
Matanuska-Susitna	Alaska	20	0	0	0	0%
Kenai Peninsula	Alaska	19	0	0	0	0%
Ketchikan Gateway	Alaska	16	0	0	0	0%
Petersburg	Alaska	3	0	0	0	0%
Prince of Wales-Hyder	Alaska	2	0	0	0	0%
Yukon-Koyukuk	Alaska	1	0	0	0	0%
Southeast Fairbanks	Alaska	1	0	0	0	0%
Bethel	Alaska	1	0	0	0	0%
Nome	Alaska	1	0	0	0	0%
Kodiak Island	Alaska	1	0	0	0	0%
Unassigned	Alaska	0	0	4	0	0%
Guam	Guam	139	0	5	0	3.6%
Unassigned	Grand Princess	95	0	0	0	0%
Solano	Grand Princess	7	0	0	0	0%
San Diego	Grand Princess	1	0	0	0	0%
St. Thomas	US Virgin Islands	36	0	0	0	0%
St. Croix	US Virgin Islands	16	0	0	0	0%
St. John	US Virgin Islands	2	0	0	0	0%
Unassigned	US Virgin Islands	0	0	3	0	0%
Unassigned	Diamond Princess	44	0	0	0	0%
Riverside	Diamond Princess	2	0	0	0	0%
Sonoma	Diamond Princess	2	0	0	0	0%
San Diego	Diamond Princess	1	0	0	0	0%
Unassigned	Northern Mariana Islands	14	0	2	0	14.3%
Unassigned	Wuhan Evacuee	4	0	0	0	0%
